# Hipparcos HP filter from ADPS
# wavelength (Angstrom), transmission
3350.0 0.0000000000
3400.0 0.0060000000
3450.0 0.0230000000
3500.0 0.0470000000
3550.0 0.0780000000
3600.0 0.1140000000
3650.0 0.1540000000
3700.0 0.1980000000
3750.0 0.2480000000
3800.0 0.3050000000
3850.0 0.3690000000
3900.0 0.4420000000
3950.0 0.5230000000
4000.0 0.6080000000
4050.0 0.6940000000
4100.0 0.7740000000
4150.0 0.8450000000
4200.0 0.9010000000
4250.0 0.9410000000
4300.0 0.9670000000
4350.0 0.9840000000
4400.0 0.9930000000
4450.0 0.9980000000
4500.0 1.0000000000
4550.0 1.0000000000
4600.0 0.9980000000
4650.0 0.9930000000
4700.0 0.9870000000
4750.0 0.9790000000
4800.0 0.9690000000
4850.0 0.9580000000
4900.0 0.9460000000
4950.0 0.9330000000
5000.0 0.9190000000
5050.0 0.9030000000
5100.0 0.8880000000
5150.0 0.8710000000
5200.0 0.8550000000
5250.0 0.8380000000
5300.0 0.8200000000
5350.0 0.8030000000
5400.0 0.7850000000
5450.0 0.7660000000
5500.0 0.7480000000
5550.0 0.7290000000
5600.0 0.7100000000
5650.0 0.6910000000
5700.0 0.6720000000
5750.0 0.6530000000
5800.0 0.6340000000
5850.0 0.6150000000
5900.0 0.5960000000
5950.0 0.5770000000
6000.0 0.5580000000
6050.0 0.5390000000
6100.0 0.5200000000
6150.0 0.5020000000
6200.0 0.4830000000
6250.0 0.4650000000
6300.0 0.4470000000
6350.0 0.4290000000
6400.0 0.4120000000
6450.0 0.3950000000
6500.0 0.3780000000
6550.0 0.3610000000
6600.0 0.3450000000
6650.0 0.3290000000
6700.0 0.3140000000
6750.0 0.2980000000
6800.0 0.2830000000
6850.0 0.2690000000
6900.0 0.2540000000
6950.0 0.2410000000
7000.0 0.2270000000
7050.0 0.2140000000
7100.0 0.2010000000
7150.0 0.1890000000
7200.0 0.1770000000
7250.0 0.1660000000
7300.0 0.1550000000
7350.0 0.1440000000
7400.0 0.1340000000
7450.0 0.1250000000
7500.0 0.1160000000
7550.0 0.1080000000
7600.0 0.1000000000
7650.0 0.0920000000
7700.0 0.0850000000
7750.0 0.0790000000
7800.0 0.0730000000
7850.0 0.0670000000
7900.0 0.0620000000
7950.0 0.0570000000
8000.0 0.0530000000
8050.0 0.0490000000
8100.0 0.0450000000
8150.0 0.0410000000
8200.0 0.0380000000
8250.0 0.0350000000
8300.0 0.0320000000
8350.0 0.0290000000
8400.0 0.0260000000
8450.0 0.0240000000
8500.0 0.0220000000
8550.0 0.0190000000
8600.0 0.0170000000
8650.0 0.0150000000
8700.0 0.0120000000
8750.0 0.0100000000
8800.0 0.0070000000
8850.0 0.0050000000
8900.0 0.0020000000
8950.0 0.0000000000
