# Tycho V filter from ADPS
# wavelength (Angstrom), transmission
4550.0 0.0000000000
4600.0 0.0220000000
4650.0 0.1150000000
4700.0 0.3010000000
4750.0 0.5300000000
4800.0 0.7370000000
4850.0 0.8700000000
4900.0 0.9400000000
4950.0 0.9730000000
5000.0 0.9900000000
5050.0 0.9960000000
5100.0 0.9910000000
5150.0 0.9750000000
5200.0 0.9490000000
5250.0 0.9160000000
5300.0 0.8780000000
5350.0 0.8370000000
5400.0 0.7940000000
5450.0 0.7490000000
5500.0 0.7040000000
5550.0 0.6580000000
5600.0 0.6120000000
5650.0 0.5650000000
5700.0 0.5180000000
5750.0 0.4710000000
5800.0 0.4240000000
5850.0 0.3790000000
5900.0 0.3350000000
5950.0 0.2930000000
6000.0 0.2540000000
6050.0 0.2180000000
6100.0 0.1860000000
6150.0 0.1590000000
6200.0 0.1350000000
6250.0 0.1140000000
6300.0 0.0970000000
6350.0 0.0820000000
6400.0 0.0690000000
6450.0 0.0580000000
6500.0 0.0470000000
6550.0 0.0380000000
6600.0 0.0280000000
6650.0 0.0180000000
6700.0 0.0080000000
6750.0 0.0000000000
