1100		-0.004948195
1099.5		-0.001661456
1099		-0.006440893
1098.5		-0.005908084
1098		-0.007255035
1097.5		-0.003544924
1097		-0.006753332
1096.5		-0.006039485
1096		-0.000893336
1095.5		-0.00374393
1095		-0.006603645
1094.5		-0.006857583
1094		-0.004171478
1093.5		-0.001495659
1093		-0.003740773
1092.5		-0.00358735
1092		-0.006290492
1091.5		-0.003734234
1091		-0.007266548
1090.5		-0.008011438
1090		-0.005406359
1089.5		-0.005943833
1089		-0.004326391
1088.5		-0.010785056
1088		-0.006312053
1087.5		-0.002493487
1087		-0.007915364
1086.5		-0.008246964
1086		-0.008718817
1085.5		-0.006597184
1085		-0.005082486
1084.5		-0.004275651
1084		-0.005816597
1083.5		-0.003964641
1083		-0.008170879
1082.5		-0.008057274
1082		-0.003217974
1081.5		-0.005349506
1081		-0.009733013
1080.5		-0.006256119
1080		-0.00025752
1079.5		-0.005286772
1079		-0.008253716
1078.5		-0.00347735
1078		-0.002233434
1077.5		-0.010535113
1077		-0.010245848
1076.5		-0.001257956
1076		-0.00388401
1075.5		-0.004034542
1075		-0.004929832
1074.5		-0.002980085
1074		-0.004689065
1073.5		-0.005144402
1073		-0.007072072
1072.5		-0.006947286
1072		-0.007058744
1071.5		-0.004317206
1071		0.001673726
1070.5		-0.005962988
1070		-0.00581931
1069.5		-0.005404177
1069		-0.007722329
1068.5		-0.002092377
1068		-0.006341302
1067.5		-0.008229309
1067		-0.002334049
1066.5		-0.004284507
1066		-0.007365392
1065.5		-0.006651651
1065		-0.006606354
1064.5		-0.005615693
1064		-0.005917861
1063.5		-0.001539383
1063		-0.00631506
1062.5		-0.002778617
1062		-0.005177589
1061.5		-0.00832529
1061		-0.002256232
1060.5		-0.004159233
1060		-0.007280223
1059.5		-0.003931391
1059		-0.006070919
1058.5		-0.004466925
1058		-0.006509829
1057.5		-0.005984307
1057		-0.005673391
1056.5		-0.006607238
1056		-0.006931234
1055.5		-0.006717063
1055		-0.005981151
1054.5		-0.001286422
1054		-0.006667851
1053.5		-0.006960597
1053		-0.004084323
1052.5		-0.006796314
1052		-0.006607838
1051.5		-0.002729763
1051		-0.008488524
1050.5		-0.004286502
1050		-0.009421434
1049.5		-0.001834075
1049		-0.001364638
1048.5		-0.004089869
1048		-0.006674942
1047.5		-0.001759767
1047		-0.007127516
1046.5		-0.008329398
1046		-0.001244761
1045.5		-0.004287764
1045		-0.007744524
1044.5		-0.001792071
1044		-0.004744861
1043.5		-0.004088625
1043		-0.004306286
1042.5		-0.007853826
1042		-0.003969369
1041.5		-0.005553947
1041		-0.006278452
1040.5		-0.005211674
1040		-0.002172913
1039.5		-0.006923135
1039		-0.007314998
1038.5		-0.004441832
1038		-0.007438794
1037.5		-0.003718109
1037		-0.00266977
1036.5		-0.00573541
1036		-0.004846169
1035.5		-0.006751291
1035		-0.005015929
1034.5		-0.007325359
1034		-0.005068663
1033.5		-0.006374312
1033		-0.002467207
1032.5		-0.007587019
1032		-0.005473434
1031.5		-0.005882128
1031		-0.00613699
1030.5		-0.003526081
1030		-0.005521622
1029.5		-0.001130498
1029		-0.005759699
1028.5		-0.009629046
1028		-0.000865682
1027.5		-0.005397725
1027		-0.005939208
1026.5		-0.003800321
1026		-0.004154727
1025.5		-0.00971202
1025		-0.003968694
1024.5		-0.007977466
1024		-0.001934446
1023.5		-0.00289096
1023		-0.004701907
1022.5		-0.003509381
1022		-0.007443037
1021.5		-0.005834338
1021		-0.001119053
1020.5		-0.00159742
1020		-0.006522734
1019.5		-0.003157308
1019		-0.008627648
1018.5		-0.003992142
1018		-0.005267273
1017.5		-0.003826154
1017		-0.002236145
1016.5		-0.006654439
1016		-0.007911403
1015.5		-0.002229306
1015		-0.003425966
1014.5		-0.005974646
1014		-0.007012642
1013.5		-0.001595177
1013		-0.006044939
1012.5		-0.009687921
1012		0.000435566
1011.5		-0.000159943
1011		-0.006358976
1010.5		-0.007209683
1010		-0.003566614
1009.5		-0.00604869
1009		-0.003973394
1008.5		-0.001705714
1008		-0.004474233
1007.5		-0.00632892
1007		-0.003722998
1006.5		-0.001271183
1006		-0.003261961
1005.5		-0.006645045
1005		-0.002007846
1004.5		-0.003798954
1004		-0.006189555
1003.5		-0.006019443
1003		-0.00375133
1002.5		-0.007611722
1002		-0.000883216
1001.5		-0.000551667
1001		-0.00441671
1000.5		-0.006511489
1000		-0.006035342
999.5		-0.003786867
999		-0.004366451
998.5		-0.004745308
998		-0.003536369
997.5		-0.003571211
997		-0.006479595
996.5		-0.003433211
996		-0.006635095
995.5		-0.00468992
995		-0.003627453
994.5		-0.00405577
994		-0.004151292
993.5		-0.005810848
993		-0.003961341
992.5		-0.006039112
992		-0.002614361
991.5		-0.005425127
991		-0.007287241
990.5		-0.006169829
990		-0.003116539
989.5		-0.00400768
989		-0.00772392
988.5		-0.005847954
988		-0.003849178
987.5		-0.003817715
987		-0.004708024
986.5		-0.006872369
986		-0.004277108
985.5		-0.002995897
985		-0.003612704
984.5		-0.003745032
984		-0.004964845
983.5		-0.004644202
983		-0.004511774
