#cumulative sum: 3404.02
1100		-0.00800267
1099.5		-0.006393017
1099		-0.008704077
1098.5		-0.009649099
1098		-0.005781085
1097.5		-0.007052434
1097		-0.011542178
1096.5		-0.01056576
1096		-0.006876383
1095.5		-0.005644993
1095		-0.009130753
1094.5		-0.006664706
1094		-0.010010615
1093.5		-0.006228276
1093		-0.008751608
1092.5		-0.006728192
1092		-0.00605281
1091.5		-0.007051812
1091		-0.006016653
1090.5		-0.008120683
1090		-0.004053873
1089.5		-0.007234329
1089		-0.00860499
1088.5		-0.008655181
1088		-0.008897006
1087.5		-0.00669319
1087		-0.004090061
1086.5		-0.010099718
1086		-0.007872887
1085.5		-0.005236588
1085		-0.00902957
1084.5		-0.007378836
1084		-0.007362056
1083.5		-0.007124645
1083		-0.008455027
1082.5		-0.006434245
1082		-0.005416691
1081.5		-0.009630955
1081		-0.008671177
1080.5		-0.00569832
1080		-0.006567446
1079.5		-0.007839975
1079		-0.012446554
1078.5		-0.008634876
1078		-0.008372004
1077.5		-0.006174397
1077		-0.007873985
1076.5		-0.009486296
1076		-0.007080685
1075.5		-0.0076
1075		-0.009504625
1074.5		-0.007727093
1074		-0.007367333
1073.5		-0.006935661
1073		-0.007268573
1072.5		-0.010314785
1072		-0.010572461
1071.5		-0.005772078
1071		-0.006660877
1070.5		-0.012667226
1070		-0.003558532
1069.5		-0.006258751
1069		-0.009184894
1068.5		-0.006800583
1068		-0.006668549
1067.5		-0.008511684
1067		-0.008356429
1066.5		-0.005638533
1066		-0.007190269
1065.5		-0.009149936
1065		-0.007577726
1064.5		-0.006994522
1064		-0.013705621
1063.5		-0.007240911
1063		-0.007696665
1062.5		-0.006190058
1062		-0.013578888
1061.5		-0.006517755
1061		-0.006177295
1060.5		-0.00642916
1060		-0.00569441
1059.5		-0.007412267
1059		-0.008840903
1058.5		-0.00647428
1058		-0.005603134
1057.5		-0.005204517
1057		-0.012095314
1056.5		-0.009478813
1056		-0.006254847
1055.5		-0.005906083
