#cumulative sum: 7809.15
1100		-0.007268939
1099.5		-0.005903498
1099		-0.005594048
1098.5		-0.00354108
1098		-0.007722998
1097.5		-0.003796081
1097		-0.005905794
1096.5		-0.011398352
1096		-0.003551031
1095.5		-0.002936701
1095		-0.002913229
1094.5		-0.004609676
1094		-0.007093945
1093.5		-0.007710491
1093		-0.006424498
1092.5		-0.007297705
1092		-0.006177595
1091.5		-0.006395363
1091		-0.005720221
1090.5		-0.00539342
1090		-0.00575632
1089.5		-0.009744779
1089		-0.006439294
1088.5		-0.005712644
1088		-0.006860313
1087.5		-0.004490665
1087		-0.003897755
1086.5		-0.007919435
1086		-0.008249713
1085.5		-0.004873091
1085		-0.002619147
1084.5		-0.007213598
1084		-0.004372708
1083.5		-0.004007886
1083		-0.004312418
1082.5		-0.004851163
1082		-0.005749051
1081.5		-0.005600496
1081		-0.006670197
1080.5		-0.005274759
1080		-0.009024432
1079.5		-0.00783612
1079		-0.004392651
1078.5		-0.00554276
1078		-0.004127028
1077.5		-0.007378933
1077		-0.006467582
1076.5		-0.005993547
1076		-0.007304598
1075.5		-0.00269473
1075		-0.003386303
1074.5		-0.004302401
1074		-0.004138325
1073.5		-0.006051423
1073		-0.006183386
1072.5		-0.003326859
1072		-0.003054278
1071.5		-0.005389122
1071		-0.009088267
1070.5		-0.006445066
1070		-0.002880715
1069.5		-0.004595647
1069		-0.007279688
1068.5		-0.005922782
1068		-0.008160845
1067.5		-0.009116873
1067		-0.011256995
1066.5		-0.007802814
1066		-0.003541356
1065.5		-0.006200773
1065		-0.0069189
1064.5		-0.004778005
1064		-0.006817736
1063.5		-0.006013566
1063		-0.005071256
1062.5		-0.009978323
1062		-0.005981992
1061.5		-0.005192956
1061		-0.005900767
1060.5		-0.010264857
1060		-0.004550856
1059.5		-0.006713049
1059		-0.005532717
1058.5		-0.006055983
1058		-0.006816257
1057.5		-0.002758293
1057		-0.003269148
1056.5		-0.00598823
1056		-0.008386859
1055.5		-0.004135157
1055		-0.004837832
1054.5		-0.002718616
1054		-0.006127313
1053.5		-0.00785004
1053		-0.004075669
1052.5		-0.003426622
1052		-0.009494015
1051.5		-0.008908357
1051		-0.002251098
1050.5		-0.007053739
1050		-0.006732725
1049.5		-0.00474539
1049		-0.006933897
1048.5		-0.003860045
1048		-0.002323114
1047.5		-0.006499601
1047		-0.0035805
1046.5		-0.006455489
1046		-0.004054394
1045.5		-0.00649024
1045		-0.004062439
1044.5		-0.007292279
1044		-0.007885392
1043.5		-0.001067261
1043		-0.004408297
