 wavelength   u             g             r            i            z            Y            VR             
  570          3.71E-4       7.1679E-4     78.96102414  0.00171235   0.02107118   2.1098E-4    97.6919544828  
  571          3.51E-4       6.1423E-4     84.51206552  0.00167932   0.01572049   3.772E-4     97.9332458621  
  572          3.9659E-4     6.527E-4      86.98995862  0.00171104   0.00540595   4.0612E-4    98.0552075862  
  573          3.7476E-4     5.575E-4      87.85992069  0.00168864   0.00207618   4.5889E-4    98.0548462069  
  574          3.0907E-4     3.8861E-4     88.31802759  0.00186651   0.00161317   5.0524E-4    97.9170303448  
  575          5.9269E-4     3.8132E-4     88.62942069  0.00206718   0.00179939   6.0254E-4    97.6940455172  
  576          0.00118938    5.1583E-4     88.86687241  0.00201949   0.0018491    5.6853E-4    97.5326613793  
  577          0.00111272    1.4974E-4     89.05505172  0.00169979   0.00191312   5.222E-4     97.4775213793  
  578          5.7828E-4     2.2873E-4     89.21154483  0.0017122    0.00195537   1.5955E-4    97.5486475862  
  579          2.0914E-4     2.2604E-4     89.35936897  0.0016286    0.00191393   2.9335E-4    97.7257855172  
  580          2.4003E-4     2.9435E-4     89.51229655  0.0017892    0.00184341   5.2399E-4    97.8598582759  
  581          3.0197E-4     2.6869E-4     89.68926897  0.0016405    0.00188059   4.7374E-4    97.952162069   
  582          3.2907E-4     2.3575E-4     89.88398966  0.00162547   0.00207764   1.7086E-4    97.8962589655  
  583          3.199E-4      1.8236E-4     90.06247241  0.00160471   0.00187312   1.5791E-4    97.7208948276  
  584          2.4907E-4     1.3216E-4     90.17368621  0.00169476   0.00186459   2.9815E-4    97.5256793103  
  585          4.2724E-4     3.2242E-4     90.17257586  0.0015951    0.00164213   3.4234E-4    97.3519513793  
  586          2.8903E-4     2.6794E-4     90.05232069  0.00155968   0.00193582   3.3939E-4    97.30547       
  587          3.0724E-4     3.6181E-4     89.85622414  0.00180405   0.00172551   3.5689E-4    97.3420375862  
  588          2.8724E-4     1.1542E-4     89.64596552  0.00154343   0.00177848   6.5897E-4    97.5147258621  
  589          3.7083E-4     3.3053E-4     89.48221034  0.00173086   0.00180405   5.1575E-4    97.6865972414  
  590          5.579E-4      1.3898E-4     89.43586897  0.00183883   0.00173591   5.4802E-4    97.8415751724  
  591          8.2152E-4     1.6005E-4     89.50094483  0.00164719   0.00231311   6.2138E-4    97.8876765517  
  592          5.56E-4       2.4523E-4     89.64693793  0.00177433   0.00224933   9.043E-4     97.8680168966  
  593          2.9272E-4     3.4296E-4     89.81586207  0.00152947   0.00248244   0.00138953   97.7672651724  
  594          2.9438E-4     1.8039E-4     89.94307586  0.00174755   0.00195244   0.0026416    97.6868348276  
  595          3.3624E-4     2.6412E-4     89.98977241  0.0015681    0.00206419   0.00476528   97.6792824138  
  596          3.0352E-4     1.1218E-4     89.98456897  0.00162471   0.00179483   0.00546608   97.7423558621  
  597          3.7793E-4     2.5558E-4     89.95856207  0.0014697    0.00180221   0.00340058   97.8283734483  
  598          4.1048E-4     1.8682E-4     89.95397931  0.00154893   0.0016021    0.00147229   97.9342551724  
  599          3.1076E-4     -5.99E-5      90.00658966  0.00162948   0.00194987   7.6549E-4    98.0315348276  
  600          3.0886E-4     -2.92E-6      90.117       0.00156295   0.00191049   5.5812E-4    97.9978172414  
  601          3.67E-4       9.06E-5       90.24140345  0.00171658   0.00192431   3.8404E-4    97.9256482759  
  602          3.4335E-4     9.49E-5       90.34736897  0.00155568   0.00192429   5.2904E-4    97.7778658621  
  603          3.2521E-4     -6.12E-5      90.41887241  0.00163926   0.00212068   3.2921E-4    97.6321548276  
  604          3.8517E-4     5.26E-5       90.44844483  0.00146278   0.00156973   3.119E-4     97.5327027586  
  605          4.6486E-4     1.0725E-4     90.42134828  0.00172094   0.00176      1.6773E-4    97.4979137931  
  606          6.1938E-4     -2.22E-5      90.35553448  0.00156813   0.00191263   3.4777E-4    97.5372096552  
  607          5.2845E-4     1.7958E-4     90.25151379  0.00161014   0.00209145   2.4752E-4    97.6299924138  
  608          3.2145E-4     1.9946E-4     90.14195862  0.00167948   0.00239155   2.34E-4      97.7242141379  
  609          3.9941E-4     1.8261E-4     90.07835862  0.00173487   0.0023713    3.4012E-4    97.8017241379  
  610          3.9031E-4     2.5259E-4     90.09394483  0.00170429   0.00239888   1.0624E-4    97.7667662069  
  611          3.8666E-4     2.1653E-4     90.19052069  0.00158213   0.00227079   1.6E-5       97.7245686207  
  612          3.3966E-4     1.2324E-4     90.34961379  0.00160053   0.00244284   -6.61E-5     97.63229       
  613          4.6655E-4     8.75E-5       90.52041034  0.00172972   0.00212417   4.94E-5      97.5555482759  
  614          4.3028E-4     6.46E-5       90.65736897  0.00160963   0.00198067   -3.23E-5     97.5078582759  
  615          3.2131E-4     1.9686E-4     90.7607      0.00172544   0.00162866   -1.1098E-4   97.5324344828  
  616          2.6321E-4     -1.32E-5      90.8093931   0.00158062   0.00169277   6.94E-5      97.6222468966  
  617          3.0676E-4     -4.2E-7       90.83064138  0.00158829   0.00163885   5.39E-5      97.7552731034  
  618          3.9197E-4     1.3299E-4     90.82023793  0.00165345   0.00171411   4.1545E-4    97.8993851724  
  619          4.4641E-4     6.32E-5       90.77286552  0.00165247   0.00181742   7.073E-4     97.9962455172  
  620          3.0835E-4     1.3862E-4     90.72429655  0.00163369   0.00186295   0.00113113   98.0514486207  
  621          3.3021E-4     7.31E-5       90.68452414  0.00160194   0.00183307   9.9289E-4    98.0289337931  
  622          3.701E-4      5.81E-5       90.66027586  0.001569     0.00199815   6.1484E-4    97.9874868966  
  623          4.0641E-4     1.7849E-4     90.65473793  0.00150477   0.00201773   2.9884E-4    97.9487451724  
  624          2.9748E-4     4.3E-5        90.66573448  0.00144895   0.00207069   1.4667E-4    97.9023124138  
  625          3.8445E-4     9.44E-5       90.68538966  0.00169537   0.00204334   1.476E-4     97.8995134483  
  626          4.5355E-4     2.07E-5       90.71123103  0.00169068   0.00190486   -1.29E-5     97.9040413793  
  627          4.1883E-4     6.29E-5       90.7368      0.00158073   0.00180562   3.0562E-4    97.9447713793  
  628          4.1159E-4     8.55E-6       90.76831724  0.0015846    0.00193233   1.0627E-4    98.0274613793  
  629          3.8076E-4     1.2618E-4     90.80968966  0.00154826   0.00191367   1.294E-4     98.0714803448  
  630          3.9155E-4     4.58E-5       90.84752414  0.00163914   0.0019713    1.0967E-4    98.0666617241  
  631          3.3545E-4     -1.84E-5      90.85881034  0.00152161   0.00187458   2.0849E-4    98.0425131034  
  632          4.8207E-4     7.04E-5       90.83367241  0.00155102   0.00179707   2.7652E-4    98.0119306897  
  633          2.791E-4      -3.55E-5      90.79439655  0.00150476   0.00166981   2.6386E-4    97.9740893103  
  634          4.3662E-4     1.2258E-4     90.77531724  0.00164343   0.00193177   4.6845E-4    97.9454865517  
  635          3.461E-4      1.1675E-4     90.79726207  0.00156781   0.00182287   3.1123E-4    97.979157931   
  636          3.171E-4      -2.41E-5      90.85084138  0.00143019   0.00179644   3.219E-4     97.9888031034  
  637          3.2438E-4     -3.3E-5       90.92922414  0.00162311   0.00195058   1.6053E-4    98.0409275862  
  638          4.3855E-4     6.69E-5       91.00538276  0.0015985    0.0017442    2.9667E-4    98.0906034483  
  639          4.2403E-4     -7.96E-5      91.05300345  0.00169699   0.00168729   4.3601E-4    98.1289244828  
  640          4.4007E-4     1.2517E-4     91.06507931  0.00155565   0.00142519   0.00152971   98.1407589655  
  641          4.1834E-4     7.37E-6       91.04354828  0.00159124   0.00129406   0.00405949   98.1360106897  
  642          3.2238E-4     -6.34E-5      90.9851931   0.00152222   0.00168842   0.0058807    98.1078851724  
  643          3.4393E-4     -2.1007E-4    90.8966931   0.0015165    0.00151589   0.0056987    98.0612993103  
  644          4.7269E-4     -2.89E-5      90.79056897  0.00148259   0.00149034   0.0043306    98.0146962069  
  645          5.159E-4      3.43E-5       90.6795931   0.00165024   0.00158938   0.0038283    98.015372069   
  646          4.5972E-4     7.7E-5        90.57593103  0.00163305   0.00178066   0.00310695   97.9845665517  
  647          4.6879E-4     -5.72E-5      90.4912      0.00158889   0.00211211   0.00207076   97.9903275862  
  648          3.999E-4      1.0901E-4     90.4324931   0.0016143    0.00241098   0.00108677   97.9835624138  
  649          3.891E-4      9.35E-5       90.39543793  0.00153695   0.00323327   8.9648E-4    97.9690617241  
  650          3.5283E-4     1.914E-4      90.36687931  0.00166403   0.00327085   4.5381E-4    97.8980144828  
  651          4.0334E-4     -4.3E-5       90.35856207  0.00163225   0.00262149   5.5689E-4    97.8090203448  
  652          4.1959E-4     1.09E-5       90.38207586  0.0016046    0.00187014   4.8268E-4    97.7027982759  
  653          4.991E-4      2.26E-5       90.45549655  0.00172719   0.00150694   3.1365E-4    97.6043413793  
  654          4.8641E-4     2.46E-5       90.57683793  0.00171692   0.0016038    4.1602E-4    97.5317937931  
  655          4.3935E-4     -3.67E-5      90.71334483  0.00163574   0.00163057   6.6722E-4    97.485782069   
  656          5.0079E-4     4.5E-7        90.85022759  0.00167883   0.00170668   0.00101683   97.4991286207  
  657          4.5741E-4     1.4176E-4     90.96120345  0.00160578   0.00160585   0.00121994   97.5793137931  
  658          5.0614E-4     1.3864E-4     91.0346069   0.00174542   0.00167016   0.00138625   97.7064931034  
  659          4.9331E-4     2.27E-5       91.06664483  0.0017374    0.00190328   0.00117359   97.8620282759  
  660          5.1517E-4     7.89E-5       91.05315172  0.00174373   0.00205402   0.00139166   98.0067441379  
  661          6.0179E-4     -6.48E-6      90.98794828  0.00164623   0.00184103   0.00164875   98.1144334483  
  662          4.8438E-4     1.3E-5        90.88048966  0.00176414   0.00171626   0.00140099   98.1965034483  
  663          4.5714E-4     -2.77E-6      90.74894828  0.00176976   0.00157809   8.0121E-4    98.2253555172  
  664          5.5997E-4     -1.0395E-4    90.62268276  0.00190503   0.00163397   3.2385E-4    98.1907172414  
  665          4.3366E-4     -3.83E-5      90.5362931   0.00182187   0.0014842    1.9899E-4    98.1604762069  
  666          4.7314E-4     -1.0014E-4    90.49042759  0.00191231   0.00142278   8.04E-5      98.1302837931  
  667          4.5324E-4     -7.36E-5      90.49622069  0.00199164   0.00191569   4.63E-5      98.0897582759  
  668          6.5362E-4     -6.91E-5      90.55428966  0.00213527   0.00172861   6.79E-5      98.0642082759  
  669          4.5314E-4     -1.0248E-4    90.64627931  0.00227228   0.00177831   2.9895E-4    98.0937106897  
  670          3.4845E-4     -4.45E-5      90.73685172  0.00249941   0.00187985   3.653E-4     98.1764175862  
  671          6.4431E-4     1.74E-5       90.80261034  0.00265715   0.00171979   0.0010134    98.1995089655  
  672          4.1497E-4     1.4E-5        90.83813103  0.00286835   0.00178769   0.00146726   98.2624375862  
  673          4.1852E-4     -1.93E-5      90.83851379  0.00323293   0.00184586   0.00146765   98.286377931   
  674          5.34E-4       -1.52E-5      90.80548276  0.00394029   0.00150216   0.00110723   98.2677931034  
  675          5.6076E-4     -1.0917E-4    90.75117241  0.00445294   0.00152207   8.3195E-4    98.2048689655  
  676          5.1952E-4     -1.1342E-4    90.67682069  0.00553277   0.00161475   4.9118E-4    98.1135558621  
  677          5.5917E-4     5.19E-6       90.61724828  0.0070224    0.00175103   2.8408E-4    97.9962406897  
  678          4.7228E-4     2.23E-5       90.58437931  0.00961807   0.00156001   3.3233E-4    97.9243886207  
  679          5.9128E-4     1.0882E-4     90.57366207  0.01291086   0.00133054   1.5662E-4    97.8269858621  
  680          4.3445E-4     8.11E-5       90.58082414  0.01754628   0.00169668   3.7287E-4    97.7941268966  
  681          5.5503E-4     1.3911E-4     90.6160931   0.02389917   0.00163312   2.5986E-4    97.7698855172  
  682          6.8086E-4     2.68E-5       90.66492759  0.03139833   0.00158864   6.87E-5      97.7877851724  
  683          6.2324E-4     -3.6E-5       90.70383793  0.04145089   0.00170344   2.5884E-4    97.8369513793  
  684          5.2972E-4     6.63E-5       90.71874138  0.0535164    0.00164929   1.4746E-4    97.9139165517  
  685          7.0255E-4     -6.32E-5      90.71682414  0.06864256   0.00166762   3.7121E-4    97.9536137931  
  686          6.0303E-4     -5.03E-5      90.68843103  0.08990836   0.00178211   6.6332E-4    98.004892069   
  687          5.7245E-4     4.46E-5       90.64947241  0.12081496   0.00149062   0.00165256   98.0206617241  
  688          7.3797E-4     0.00309316    90.60091724  0.1683674    0.00163921   0.00330577   98.0379334483  
  689          6.6772E-4     0.01131414    90.53341724  0.24343538   0.00156567   0.00450913   98.0623344828  
  690          6.8921E-4     0.01296091    90.44212759  0.27479041   0.00169247   0.00332179   98.0696765517  
  691          5.6131E-4     0.00461593    90.33058966  0.29422317   0.0017389    0.00174234   98.1051286207  
  692          6.1362E-4     -4.89E-5      90.20170345  0.31717128   0.0016828    4.8653E-4    98.1353389655  
  693          6.2797E-4     6.97E-5       90.07676207  0.35038948   0.00183531   1.9361E-4    98.1642489655  
  694          8.8621E-4     1.5275E-4     89.98145172  0.39940721   0.00196167   1.9093E-4    98.2160941379  
  695          5.9514E-4     -1.82E-5      89.92374483  0.45852745   0.00183015   1.1425E-4    98.2251831034  
  696          0.00112707    2.8242E-4     89.89931379  0.53949197   0.00195576   9.76E-5      98.2060551724  
  697          0.00126165    6.1815E-4     89.87543793  0.6725559    0.0017896    1.3586E-4    98.1633855172  
  698          7.0631E-4     4.9621E-4     89.8516931   0.88378562   0.00160735   1.3053E-4    98.0538041379  
  699          8.4814E-4     1.8329E-4     89.84150345  1.20936297   0.00180095   1.6426E-4    97.9465727586  
  700          6.4307E-4     2.392E-4      89.8240069   1.72160072   0.00159569   2.3807E-4    97.8003934483  
  701          7.5634E-4     2.87E-5       89.78561724  2.53292621   0.00160927   5.03E-5      97.6780762069  
  702          7.7217E-4     5.9E-5        89.69184828  3.76436521   0.00183213   3.6779E-4    97.6047282759  
  703          7.8976E-4     2.2531E-4     89.51576552  5.58102828   0.00158482   4.4485E-4    97.5415865517  
  704          8.0069E-4     3.43E-6       89.24881724  8.1820869    0.0018555    9.828E-4     97.5752824138  
  705          7.8079E-4     2.0518E-4     88.90258621  11.76706552  0.00175381   0.00131571   97.6509962069  
  706          7.4114E-4     1.3312E-4     88.45118966  16.51810241  0.00154068   9.546E-4     97.7567724138  
  707          6.9797E-4     -6.8E-6       87.80864828  22.53172862  0.00191306   6.3135E-4    97.9043068966  
  708          7.6572E-4     1.72E-6       86.9358931   29.77498103  0.00163353   2.6892E-4    98.0246103448  
  709          7.7276E-4     1.6543E-4     85.89008621  38.04313448  0.00199543   3.6979E-4    98.0971696552  
  710          9.4503E-4     9.31E-5       84.86402759  46.9345931   0.00167125   2.249E-4     98.0816203448  
  711          8.1755E-4     2.63E-5       83.59247241  55.91340345  0.00175242   2.23E-6      98.0347017241  
  712          8.8717E-4     2.1713E-4     80.98899655  64.44767586  0.00173177   8.41E-5      97.8944475862  
  713          8.3679E-4     4.57E-5       75.8982069   72.08728621  0.00184333   6.43E-5      97.6968686207  
  714          0.00105348    8.22E-6       67.72572069  78.52461724  0.00191097   1.9862E-4    97.4698558621  
  715          9.1883E-4     7.94E-5       56.92033103  83.61227241  0.00166905   5.81E-6      97.2260962069  
  716          0.00104735    8.84E-5       44.52626207  87.41121724  0.00173947   2.6189E-4    97.0711796552  
  717          5.5855E-4     4.89E-5       32.14556207  90.05157586  0.00193729   0.00105028   96.9439803448  
  718          0.00123165    3.18E-5       21.48505     91.72012069  0.00164123   0.0020915    96.935832069   
  719          0.00160541    -8.5E-5       13.73626138  92.63857931  0.00175688   0.00359414   96.9800034483  
  720          0.00178731    -1.66E-5      8.73096897   93.05614483  0.00169416   0.00336046   97.0865058621  
  721          0.0017891     3.47E-5       5.59190241   93.18977586  0.00177402   0.00196234   97.2544131034  
  722          0.0017279     1.1634E-4     3.6415231    93.25196552  0.00179271   8.2327E-4    97.3944965517  
  723          0.00120359    1.346E-4      2.42479379   93.39546207  0.00185704   2.1076E-4    97.5493227586  
  724          0.00122131    6.46E-6       1.68273862   93.68806552  0.00168416   2.9505E-4    97.6586106897  
  725          8.1162E-4     4.09E-5       1.24237593   94.14391724  0.00174363   2.0643E-4    97.7329065517  
  726          0.001167      1.8613E-4     0.93246347   94.71654828  0.0016118    7.03E-5      97.7032917241  
  727          8.1821E-4     2.15E-5       0.48173499   95.32242759  0.00165476   1.7963E-4    97.6409341379  
  728          9.3238E-4     1.7796E-4     0.26432481   95.85913793  0.0016572    6.24E-5      97.595027931   
  729          0.00123579    2.6967E-4     0.15850452   96.23028276  0.00150722   3.09E-5      97.501917931   
  730          8.5031E-4     1.9308E-4     0.10376059   96.38273793  0.00168946   3.7012E-4    97.4465824138  
  731          0.00112655    2.7773E-4     0.07394312   96.31293103  0.00147289   6.3897E-4    97.3575544828  
  732          9.7793E-4     2.0721E-4     0.05507727   96.05536897  0.00149752   0.00132352   97.3528796552  
  733          9.6183E-4     -3.86E-5      0.04119952   95.67790345  0.00177877   0.00106084   97.3271168966  
  734          0.00107241    -2.5406E-4    0.0294749    95.27170345  0.00166059   1.5049E-4    97.2725434483  
  735          0.00104697    1.5682E-4     0.01921141   94.93681379  0.00181871   -9.86E-5     97.2280096552  
  736          0.00108593    -5.26E-5      0.01172464   94.74128621  0.00180096   2.83E-5      97.1809831034  
  737          0.00137617    -7.06E-5      0.00697535   94.71596207  0.0015996    -8.85E-6     96.9904341379  
  738          0.00113359    1.316E-4      0.00396618   94.85092069  0.00151087   3.32E-5      96.8684        
  739          0.00121176    -1.48E-6      0.00262159   95.1015931   0.00166205   1.1738E-4    96.7135244828  
  740          8.7145E-4     1.7896E-4     0.00197676   95.4427      0.00169773   4.6891E-4    96.56503       
  741          0.00128648    2.6819E-4     0.0012641    95.80055517  0.00143694   0.00116775   96.4106048276  
  742          0.00112431    2.9108E-4     0.00116291   96.1140069   0.00160118   0.00158504   96.3239382759  
  743          0.00111503    4.6614E-4     9.6454E-4    96.34994483  0.0016213    7.51E-4      96.2805062069  
  744          8.5503E-4     5.7101E-4     0.00112291   96.49945517  0.00154108   8.98E-5      96.2649862069  
  745          0.00129259    2.0662E-4     8.3508E-4    96.55192414  0.00187154   2.82E-5      96.2256310345  
  746          0.00110014    5.09E-5       0.00108251   96.53577586  0.0017359    1.4695E-4    96.1374803448  
  747          0.0010609     1.2945E-4     0.00102506   96.49188621  0.00157185   -4.01E-5     96.0882924138  
  748          0.00110297    1.45E-5       7.1519E-4    96.45418966  0.00167883   -6.44E-5     96.0276972414  
  749          0.00105462    4.76E-5       3.897E-4     96.43137931  0.00162266   1.924E-4     95.9733662069  
  750          0.00101907    5.04E-5       3.3076E-4    96.45581034  0.00160044   -2.0668E-4   95.7773575862  
  751          0.00104497    -2.73E-5      7.79E-5      96.52072414  0.00178357   -2.3574E-4   94.83437       
  752          0.00116907    -2.7316E-4    -2.66E-5     96.60027586  0.00168211   -4.25E-5     92.0994689655  
  753          0.00106962    -2.1699E-4    1.3466E-4    96.66552069  0.00162246   -3.2768E-4   86.587972069   
  754          9.6069E-4     -2.04E-5      -9.57E-5     96.70135172  0.00157607   -1.6554E-4   78.1369341379  
  755          0.001037      -3.43E-5      -1.834E-4    96.67971034  0.00189175   -1.9118E-4   67.2849372414  
  756          0.00125148    -1.3934E-4    7.87E-6      96.58947241  0.00162729   1.3137E-4    54.9381968966  
  757          0.00114314    -1.434E-4     2.739E-4     96.4392      0.00188004   -2.1068E-4   41.9995051724  
  758          0.00100062    -2.81E-5      1.7248E-4    96.25169655  0.00199542   -2.3309E-4   29.7692041379  
  759          0.00115962    -4.69E-5      -2.17E-5     96.04052414  0.00168129   4.31E-5      19.64933       
  760          0.00132607    2.0225E-4     1.0672E-4    95.83984483  0.00172766   7.45E-5      12.3126313793  
  761          0.00110045    -6.66E-5      1.9646E-4    95.6735069   0.0020534    -1.1753E-4   7.4999124138   
  762          0.00117428    -1.7402E-4    1.091E-4     95.55393448  0.00165224   1.7521E-4    4.5897024138   
  763          0.00138134    4.7E-5        2.6007E-4    95.4827931   0.00150371   -6.16E-5     2.8544634483   
  764          0.00114338    1.49E-5       2.8577E-4    95.44214138  0.00182572   5.52E-5      1.815122069    
  765          0.00107414    -4.45E-5      1.5748E-4    95.42172414  0.00180412   5.58E-5      1.1850186207   
  766          0.00122259    -5.68E-5      1.5E-5       95.41733448  0.00171694   2.68E-4      0.796682069    
  767          0.001155      1.9534E-4     1.9E-4       95.42787241  0.00166217   -5.38E-5     0.5476558621   
  768          0.00117741    1.41E-5       3.7773E-4    95.45163793  0.0017541    -6.09E-5     0.385377931    
  769          0.00113803    -1.1177E-4    1.7945E-4    95.49212759  0.0020317    -1.5426E-4   0.2762010345   
  770          0.00136928    1.3743E-4     -3.73E-5     95.56164138  0.00174052   1.6844E-4    0.2019137931   
  771          0.0014291     -4.22E-5      2.8E-7       95.68005862  0.00180359   -2.47E-5     0.1485675862   
  772          0.00115597    -7.73E-5      3.0459E-4    95.86161034  0.00195096   -9.07E-5     0.1125586207   
  773          0.00130065    -5.84E-5      4.22E-5      96.0960931   0.00161923   -1.7768E-4   0.0852589655   
  774          0.00132835    4.07E-5       7.57E-5      96.37149655  0.00175741   1.1601E-4    0.0660217241   
  775          0.00126269    -1.0507E-4    2.6091E-4    96.66424483  0.00163032   -3.39E-5     0.0512403448   
  776          0.00157562    -6.04E-5      1.6975E-4    96.94284828  0.00197912   -5.91E-5     0.0404413793   
  777          0.00189114    6.79E-5       8.21E-5      97.17157931  0.00189449   -2.97E-5     0.0319372414   
  778          0.00154862    8.93E-5       1.631E-4     97.3098931   0.00184458   1.5269E-4    0.0254686207   
  779          0.00155662    -1.47E-5      1.9417E-4    97.37421379  0.00192947   9.48E-5      0.0207844828   
  780          0.00165724    5.03E-5       4.68E-5      97.35250345  0.00200031   5.28E-5      0.0167596552   
  781          0.00132652    5.62E-5       3.34E-6      97.26509655  0.00187343   -1.3023E-4   0.0145144828   
  782          0.00197017    1.5182E-4     1.2353E-4    97.17416552  0.00180497   1.1985E-4    0.0108575862   
  783          0.00157886    8.12E-5       1.9807E-4    97.09253103  0.00185955   -1.2646E-4   0.0085393103   
  784          0.00128331    -1.14E-5      -3.84E-6     97.07275172  0.0020387    6.85E-6      0.0075034483   
  785          0.00156648    1.3589E-4     2.24E-5      97.12768966  0.00169603   4.78E-5      0.0057065517   
  786          0.00190924    -6.25E-5      1.2897E-4    97.24254828  0.0017113    3.2259E-4    0.0054362069   
  787          0.00196069    -5.52E-5      1.9117E-4    97.39054828  0.00166867   5.18E-5      0.0056193103   
  788          0.0016691     4.24E-5       4.112E-4     97.52944828  0.002048     1.8873E-4    0.00303        
  789          0.00144545    2.2114E-4     1.0681E-4    97.58355862  0.00172223   3.09E-5      0.0031786207   
  790          0.00156441    -7.97E-5      3.07E-5      97.4971      0.00165482   1.1885E-4    0.0022848276   
  791          0.00206755    -2.71E-5      2.4712E-4    97.23624828  0.00152725   -1.4036E-4   0.0025213793   
  792          0.00188752    -8.38E-5      2.7623E-4    96.7801      0.00192515   -1.2694E-4   0.00266        
  793          0.00200728    -6.7E-5       -1.26E-5     96.16566207  0.00168131   -8.63E-5     0.0022203448   
  794          0.00198003    4.88E-5       -3.78E-5     95.44625172  0.00165448   -1.4046E-4   0.00216        
  795          0.00273752    -1.2277E-4    -4.96E-5     94.71524828  0.00146099   1.94E-5      0.0016641379   
  796          0.00212003    -9.89E-5      1.55E-6      94.0832069   0.00169504   -1.1615E-4   0.0026855172   
  797          0.00204238    -6.3E-5       -6.54E-5     93.63008276  0.0017251    -1.6429E-4   0.0020455172   
  798          0.00280986    -1.01E-5      4.62E-5      93.4045931   0.00186878   -1.2436E-4   0.0021203448   
  799          0.00213348    -9.31E-5      -4.66E-5     93.45216552  0.00190781   -5.53E-5     0.0023268966   
  800          0.00130917    9.48E-5       -4.379E-4    93.7684931   0.00176533   -1.393E-4    9.675862E-4    
  801          0.00122721    3.8349E-4     -6.83E-5     94.29401034  0.00192241   -1.523E-4    9.731034E-4    
  802          0.00132997    5.5484E-4     -9.3E-5      94.96086207  0.00188631   -2.0521E-4   7.744828E-4    
  803          0.00132976    9.2213E-4     -3.86E-5     95.63407241  0.00176824   -2.3007E-4   8.782759E-4    
  804          0.00109655    0.00144929    -1.07E-5     96.20568276  0.0016752    1.1778E-4    8.575862E-4    
  805          0.0011119     0.00171734    -1.94E-5     96.58816552  0.0018745    1.6916E-4    7.772414E-4    
  806          0.00119621    0.00178339    1.0725E-4    96.71346207  0.00190911   -2.5528E-4   7.448276E-4    
  807          0.00131859    0.00164422    5.44E-5      96.56053448  0.00198445   4.08E-5      8.672414E-4    
  808          0.00105272    0.00157447    1.44E-5      96.18390345  0.00209033   -5.15E-5     8.048276E-4    
  809          0.00121355    0.00133542    -3.02E-5     95.67772759  0.00201253   1.69E-5      8.655172E-4    
  810          0.00112434    0.00123051    7.86E-5      95.15454138  0.00204325   1.0964E-4    9.451724E-4    
  811          0.00104152    0.00117913    3.1996E-4    94.72217586  0.00240821   -3.32E-5     0.0010082759   
  812          0.00109566    0.00116192    1.06E-5      94.44737241  0.00229172   -1.2644E-4   0.0010955172   
  813          0.00145745    8.8447E-4     2.75E-5      94.39415517  0.00288052   -4.54E-5     0.0012903448   
  814          0.00120841    7.431E-4      8.2E-5       94.56390345  0.00328193   5.52E-5      9.865517E-4    
  815          0.00115345    7.8046E-4     -2.22E-5     94.89985517  0.00381504   3.06E-5      8.096552E-4    
  816          0.00100724    5.0521E-4     -2.1806E-4   95.32900345  0.00493947   -2.2435E-4   0.0010568966   
  817          0.00127134    4.986E-4      4.03E-5      95.73487931  0.0064822    -1.2824E-4   0.0010924138   
  818          0.00156879    6.8986E-4     1.31E-5      96.00663793  0.00768765   -2.4034E-4   0.0010086207   
  819          0.00110028    4.3321E-4     -1.94E-5     96.05795862  0.00952726   -9.63E-5     9.731034E-4    
  820          0.00114648    4.9628E-4     -2.0825E-4   95.84454138  0.01092688   -2.8948E-4   6.562069E-4    
  821          0.00128959    5.0343E-4     -1.5533E-4   95.3800931   0.01281481   -2.1E-5      7.544828E-4    
  822          0.00121134    6.5599E-4     9.36E-6      94.71512759  0.01508535   2.62E-6      0.0012251724   
  823          0.00135272    7.2475E-4     -2.8122E-4   93.97626552  0.01767789   -1.2177E-4   9.52069E-4     
  824          0.00149628    7.6571E-4     -2.664E-4    93.30435517  0.02136291   -2.5918E-4   0.0013537931   
  825          0.00143431    9.0493E-4     -6.73E-5     92.80516552  0.02659042   3.3452E-4    9.52069E-4     
  826          0.00121914    9.9201E-4     6.38E-5      92.57770345  0.03357844   -1.5507E-4   0.001237931    
  827          0.00122228    0.0010199     1.296E-4     92.67157931  0.04433004   -9.14E-5     0.0013603448   
  828          0.00159017    0.00113933    2.1022E-4    93.07516207  0.05853037   2.2735E-4    0.001317931    
  829          0.001921      0.00155385    1.4487E-4    93.71135862  0.0802479    -1.7885E-4   0.0012103448   
  830          0.00163755    0.00135663    1.97E-5      94.44672414  0.11092979   1.8985E-4    0.0014344828   
  831          0.00182883    0.00149872    3.4264E-4    95.21078966  0.15567629   -2.8985E-4   0.0012231034   
  832          0.00212783    0.00126977    1.57E-4      95.83675862  0.22138821   -2.14E-5     0.0013858621   
  833          0.002101      0.00136221    3.3238E-4    96.20407586  0.31594193   1.9041E-4    0.0016262069   
  834          0.00200366    8.8004E-4     4.36E-5      96.26594828  0.4568373    3.23E-5      0.00135        
  835          0.00193465    7.8247E-4     3.6948E-4    95.99567241  0.66910249   7.55E-5      0.0020534483   
  836          0.00262979    5.2245E-4     6.9E-5       95.50621034  0.99349499   -1.877E-4    0.0020565517   
  837          0.0025049     6.5414E-4     2.2544E-4    94.86264138  1.50513971   2.0381E-4    0.0022282759   
  838          0.00290038    1.7732E-4     -9.83E-5     94.1582      2.12710586   -2.0762E-4   0.0026086207   
  839          0.00233362    4.6685E-4     -1.62E-5     93.52733103  2.37501414   1.4773E-4    0.0020175862   
